"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date","Date From","Date To","Location","Nights","Rate","Spouse"
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 July 2016","Lease 26 Jun to 18 Jul 16","1,419.00","","18-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","Before 1 July 2016","Fuel 30 Jun 16","1.70","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Facilities","Office Facilities","From 1 July 2016","Aggregated Total","468.73","","01-Jan-1900","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Facilities","Office Facilities","Before 1 July 2016","Aggregated Total","3,677.59","","01-Jan-1900","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","Office requisites and stationery 1 Jul to 31 Jul 16","18.57","","31-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 24 May to 23 Jun 16","7.21","","23-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 24 May to 23 Jun 16","112.31","","23-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 24 May to 23 Jun 16","82.10","","23-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 24 May to 23 Jun 16","1,773.85","","23-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","Office requisites and stationery 1 Jun to 30 Jun 16","197.67","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 24 Jun to 20 Jul 16","75.42","","20-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 24 Jun to 20 Jul 16","2.17","","20-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 24 Jun to 20 Jul 16","39.98","","20-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 24 Jun to 20 Jul 16","2,563.02","","20-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","1 Printed item 1 Jul 16","54.55","","01-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","Distribution 1 Jul to 31 Jul 16","388.64","","31-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","e-material 1 Jul to 2 Jul 16","8,802.82","","02-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","1 Printed item 1 Jul 16","1,790.84","","01-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","1 Printed item 1 Jul 16","9,932.80","","01-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Oct 15","98.18","","01-Oct-2015","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Dec 15","98.18","","01-Dec-2015","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Jan 16","98.18","","01-Jan-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Feb 16","98.18","","01-Feb-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 31 Mar 16","1,400.00","","31-Mar-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 4 Apr 16","98.18","","04-Apr-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 7 Apr 16","40.00","","07-Apr-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 8 Apr 16","86.36","","08-Apr-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 12 Apr 16","60.00","","12-Apr-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 21 Apr 16","40.00","","21-Apr-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","48,711 Postal vote applications 30 Apr 16","11,616.65","","30-Apr-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 May 16","108.18","","01-May-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 May 16","50.00","","01-May-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 5 May 16","40.00","","05-May-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 8 May 16","86.36","","08-May-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 20 May 16","40.00","","20-May-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 26 May 16","90.00","","26-May-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 1 Jun to 30 Jun 16","18,121.01","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Jun 16","90.91","","01-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Jun 16","60.00","","01-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Jun 16","275.45","","01-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Jun 16","40.00","","01-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Jun 16","99.00","","01-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Jun 16","362.00","","01-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 1 Jun 16","50.00","","01-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Web-services 1 Jun to 30 Jun 16","60.00","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 2 Jun 16","40.00","","02-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 8 Jun 16","86.36","","08-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 12 Jun 16","3,533.35","","12-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 16 Jun 16","40.00","","16-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 18 Jun 16","350.00","","18-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 19 Jun 16","350.00","","19-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 19 Jun 16","3,533.36","","19-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 23 Jun 16","184.00","","23-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 27 Jun 16","275.45","","27-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","350.00","","28-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","350.00","","29-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","40.00","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","2,446.07","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","1,614.27","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","1 The Sunday Tasmanian 1 Jul to 5 Jul 16","2.27","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","1 The Examiner (Sat) 1 Jul to 5 Jul 16","1.82","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","1 The Advocate (Sat) 1 Jul to 5 Jul 16","1.82","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","3 The Advocate 1 Jul to 5 Jul 16","4.36","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","3 The Australian 1 Jul to 5 Jul 16","7.36","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","3 The Examiner 1 Jul to 5 Jul 16","4.36","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","1 The Weekend Australian 1 Jul to 5 Jul 16","3.18","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","1 The Saturday Mercury 1 Jul to 5 Jul 16","2.00","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","1 The Sunday Examiner 1 Jul to 5 Jul 16","1.82","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","3 The Mercury 1 Jul to 5 Jul 16","3.55","","05-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","23 The Advocate 1 Jun to 30 Jun 16","33.45","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","20 The Mercury 1 Jun to 30 Jun 16","23.64","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","22 The Examiner 1 Jun to 30 Jun 16","32.00","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","4 The Saturday Mercury 1 Jun to 30 Jun 16","8.00","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","4 The Sunday Examiner 1 Jun to 30 Jun 16","7.27","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","5 The Advocate (Sat) 1 Jun to 30 Jun 16","9.09","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","5 The Weekend Australian 1 Jun to 30 Jun 16","15.91","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","6 The Sunday Tasmanian 1 Jun to 30 Jun 16","13.64","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","Administrative fees adj 1 Jun to 30 Jun 16","-11.82","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","5 The Examiner (Sat) 1 Jun to 30 Jun 16","9.09","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","21 The Australian 1 Jun to 30 Jun 16","51.55","","30-Jun-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","Office phones 1 Jul 16","1,046.27","","01-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","Office phones directory charges 1 Jul 16","2,280.25","","01-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","Office fax 1 Jul 16","109.92","","01-Jul-2016","","","","","",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 July 2016","Electorate Business","258.00","","24-Jun-2016","24 Jun 16","24 Jun 16","New Norfolk","1","258.00",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 July 2016","Electorate Business","258.00","","25-Jun-2016","25 Jun 16","25 Jun 16","Port Arthur","1","258.00",""
"Eric Hutchinson","Representative","Lyons","Tasmania","Liberal Party of Australia","Charter","Electorate","Before 1 July 2016","Cambridge to Devonport 22 Jun 16","2,363.64","","22-Jun-2016","","","","","",""
