"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date","Date From","Date To","Location","Nights","Rate","Spouse"
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","e-material 13 May 16","30.33","","13-May-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","3 Printed items 3 Jun to 17 Jun 16","300.00","","17-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 5 Jun 16","181.36","","05-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","2 Printed items 18 Jun and 25 Jun 16","4,310.80","","25-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 24 Jun 16","560.00","","24-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 24 Jun 16","560.00","","24-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 25 Jun 16","672.00","","25-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 25 Jun 16","654.28","","25-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","656.25","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","721.87","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","721.87","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","656.25","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","705.00","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","721.87","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","721.87","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","721.87","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","721.87","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","721.87","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","721.87","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","820.31","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","630.24","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","490.00","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 28 Jun 16","560.00","","28-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","721.87","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","721.87","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","904.56","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","850.20","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","825.24","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","825.24","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","672.00","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","588.00","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","840.00","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","560.00","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 29 Jun 16","672.00","","29-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","e-material 30 Jun 16","54.58","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","859.20","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","800.00","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","672.00","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","560.00","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","588.00","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","588.00","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","560.00","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","1 Printed item 30 Jun 16","560.00","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 28 May to 27 Jun 16","47.31","","27-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 28 May to 27 Jun 16","0.08","","27-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","Office requisites and stationery 1 Jun to 30 Jun 16","310.92","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 28 Jun to 27 Jul 16","0.39","","27-Jul-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 28 Jun to 27 Jul 16","42.15","","27-Jul-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Publications","Before 1 July 2016","23 The Australian Financial Review 1 Jun to 30 Jun 16","83.64","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Publications","Before 1 July 2016","23 The Australian 1 Jun to 30 Jun 16","56.45","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Office Administrative Costs","Publications","Before 1 July 2016","23 The West Australian 1 Jun to 30 Jun 16","31.36","","30-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Telecommunications","Telecommunications - Residential - Official","From 1 July 2016","Dedicated data line 1 Jul 16","145.45","","01-Jul-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 July 2016","Electorate Business","330.00","","16-Jun-2016","16 Jun 16","16 Jun 16","Albany","1","330.00",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 July 2016","Electorate Business","822.00","","19-Jun-2016","19 Jun 16","20 Jun 16","Broome","2","411.00",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 July 2016","Electorate Business","446.00","","21-Jun-2016","21 Jun 16","21 Jun 16","Port Hedland","1","446.00",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 July 2016","Electorate Business","498.00","","22-Jun-2016","22 Jun 16","22 Jun 16","Karratha","1","498.00",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 July 2016","Electorate Business","310.00","","26-Jun-2016","26 Jun 16","26 Jun 16","Kalgoorlie","1","310.00",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Charter","Electorate","Before 1 July 2016","Broome to Port Hedland 21 Jun 16","2,181.82","","21-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Car Costs","COMCAR","Before 1 July 2016","16 Jun 16 - Perth","40.00","","16-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Car Costs","Cabcharge","Before 1 July 2016","23 Jun 16","38.75","","23-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Car Costs","Cabcharge","Before 1 July 2016","23 Jun 16","64.94","","23-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Car Costs","Cabcharge","Before 1 July 2016","26 Jun 16","47.19","","26-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Car Costs","Cabcharge","Before 1 July 2016","27 Jun 16","53.33","","27-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 July 2016","21 Jun 16 - Broome to Perth","713.11","","21-Jun-2016","","","","","",""
"Zhenya Wang","Senator","","Western Australia","Palmer United Party","Family Travel Costs","Family Traveller Domestic Scheduled Fares","Before 1 July 2016","21 Jun 16 - Broome to Perth","713.11","","21-Jun-2016","","","","","",""
