"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Spouse","Amount","Date"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","10 Bay Post 29 Aug to 30 Sep 16","","","","14.55","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","Administrative fees 29 Aug to 30 Sep 16","","","","1.82","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","5 The Land 29 Aug to 30 Sep 16","","","","18.18","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","5 South Coast Register 29 Aug to 30 Sep 16","","","","7.27","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","5 South Coast Register 29 Aug to 30 Sep 16","","","","7.73","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","5 Milton Ulladulla Times 29 Aug to 30 Sep 16","","","","7.73","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","26 The Daily Telegraph 29 Aug to 30 Sep 16","","","","35.45","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","26 The Australian 29 Aug to 30 Sep 16","","","","63.82","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","10 Moruya Examiner 29 Aug to 30 Sep 16","","","","14.55","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","26 Illawarra Mercury 29 Aug to 30 Sep 16","","","","33.09","30-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 The Land 4 Oct to 28 Oct 16","","","","14.55","28-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","19 Illawarra Mercury 4 Oct to 28 Oct 16","","","","24.18","28-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","19 The Australian 4 Oct to 28 Oct 16","","","","46.64","28-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","19 The Daily Telegraph 4 Oct to 28 Oct 16","","","","25.91","28-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 Milton Ulladulla Times 4 Oct to 28 Oct 16","","","","6.18","28-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 South Coast Register 4 Oct to 28 Oct 16","","","","5.82","28-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 South Coast Register 4 Oct to 28 Oct 16","","","","6.18","28-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","8 Bay Post 4 Oct to 28 Oct 16","","","","11.64","28-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","8 Moruya Examiner 4 Oct to 28 Oct 16","","","","11.64","28-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 Illawarra Mercury (Sat) 4 Oct to 31 Oct 16","","","","8.36","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","Administrative fees 4 Oct to 31 Oct 16","","","","5.09","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 South Coast Register 4 Oct to 31 Oct 16","","","","6.18","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 The Sunday Telegraph 4 Oct to 31 Oct 16","","","","10.91","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 The Daily Telegraph (Sat) 4 Oct to 31 Oct 16","","","","8.73","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","20 Illawarra Mercury 4 Oct to 31 Oct 16","","","","25.45","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 South Coast Register 4 Oct to 31 Oct 16","","","","5.82","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","20 The Daily Telegraph 4 Oct to 31 Oct 16","","","","27.27","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","From 1 July 2016","","","","4 The Sun-Herald 4 Oct to 31 Oct 16","","","","12.00","31-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","10 Moruya Examiner 30 May to 1 Jul 16","","","","14.55","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","5 Milton Ulladulla Times 30 May to 1 Jul 16","","","","7.73","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","10 Bay Post 30 May to 1 Jul 16","","","","14.55","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","25 Illawarra Mercury 30 May to 1 Jul 16","","","","31.82","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","5 South Coast Register 30 May to 1 Jul 16","","","","7.27","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","5 South Coast Register 30 May to 1 Jul 16","","","","7.73","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","5 The Land 30 May to 1 Jul 16","","","","18.18","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","Administrative fees 30 May to 1 Jul 16","","","","1.82","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","25 The Daily Telegraph 30 May to 1 Jul 16","","","","34.09","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","25 The Australian 30 May to 1 Jul 16","","","","61.36","01-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","22 The Daily Telegraph 1 Jun to 30 Jun 16","","","","30.00","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","4 South Coast Register 1 Jun to 30 Jun 16","","","","5.82","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","5 South Coast Register 1 Jun to 30 Jun 16","","","","7.73","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","Administrative fees 1 Jun to 30 Jun 16","","","","5.09","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","3 The Sunday Telegraph 1 Jun to 30 Jun 16","","","","7.64","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","3 The Daily Telegraph (Sat) 1 Jun to 30 Jun 16","","","","6.00","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","3 Illawarra Mercury (Sat) 1 Jun to 30 Jun 16","","","","6.27","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","22 Illawarra Mercury 1 Jun to 30 Jun 16","","","","28.00","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Office Administrative Costs","Publications","Before 1 July 2016","","","","3 The Sun-Herald 1 Jun to 30 Jun 16","","","","7.64","30-Jun-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office phones 9 Jul 16","","","","655.85","09-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office fax 9 Jul 16","","","","34.05","09-Jul-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office phones 9 Aug 16","","","","354.81","09-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office fax 9 Aug 16","","","","32.14","09-Aug-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office phones 9 Sep 16","","","","441.73","09-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office fax 9 Sep 16","","","","32.50","09-Sep-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office phones 9 Oct 16","","","","369.83","09-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office fax 9 Oct 16","","","","33.67","09-Oct-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office phones 9 Nov 16","","","","403.90","09-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","","","","Office fax 9 Nov 16","","","","33.15","09-Nov-2016"
"Ann Sudmalis","Representative","Gilmore","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 July 2016","","","","Office phones 3 May 16","","","","28.17","03-May-2016"
