"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Nov to 27 Dec 16","","","6.31","27-Dec-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Nov to 27 Dec 16","","","345.56","27-Dec-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Office requisites and stationery 1 Dec to 31 Dec 16","","","303.95","31-Dec-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Dec 16 to 27 Jan 17","","","16.62","28-Dec-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Dec 16 to 27 Jan 17","","","423.99","28-Dec-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution late payment fee Feb 17","","","15.00","01-Jan-1900"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution credit 1 Feb to 28 Feb 17","","","-45.45","28-Feb-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 1 Feb to 28 Feb 17","","","1,825.49","28-Feb-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","PO Box 1014 rental 1 Apr 17 to 31 Mar 18","","","169.09","01-Apr-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 1 Nov to 30 Nov 16","","","18.82","30-Nov-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","700 Printed items 10 Nov 16","","","645.00","10-Nov-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","2,500 Printed items 21 Nov 16","","","1,760.00","21-Nov-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1,850 Printed items 30 Nov 16","","","1,350.00","30-Nov-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution late payment fee Dec 16","","","15.00","01-Jan-1900"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution credit 1 Dec to 31 Dec 16","","","-45.45","31-Dec-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 1 Dec to 31 Dec 16","","","1,833.55","31-Dec-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Jan 17","","","223.46","12-Jan-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Jan 17","","","46.65","12-Jan-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Feb 17","","","505.41","12-Feb-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Feb 17","","","48.46","12-Feb-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office phones 9 Dec 16","","","252.44","09-Dec-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office fax 9 Dec 16","","","46.59","09-Dec-2016"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 1 Jan 17","","","72.68","01-Jan-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 5 Jan 17","","","32.29","05-Jan-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 1 Feb 17","","","72.68","01-Feb-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 8 Feb 17","","","31.77","08-Feb-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Dedicated data line 4 Mar 17","","","72.68","04-Mar-2017"
"Craig Kelly","Representative","Hughes","New South Wales","Liberal Party of Australia","Telecommunications","Telecommunications - Residential - Official","From 1 January 2017","","","","Residential phones 9 Mar 17","","","31.77","09-Mar-2017"
