"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","21 Illawarra Mercury 28 Nov to 25 Dec 16","","","26.73","25-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","Administrative fees 28 Nov to 25 Dec 16","","","1.82","25-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Sunday Telegraph 10 Dec 16 to 1 Jan 17","","","8.18","10-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Illawarra Mercury (Sat) 10 Dec 16 to 1 Jan 17","","","8.36","10-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Daily Telegraph (Sat) 10 Dec 16 to 1 Jan 17","","","8.73","10-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","Administrative fees 10 Dec 16 to 1 Jan 17","","","7.53","10-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Weekend Financial Review 10 Dec 16 to 1 Jan 17","","","14.55","10-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Weekend Australian 10 Dec 16 to 1 Jan 17","","","12.73","10-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Sydney Morning Herald (Sat) 10 Dec 16 to 1 Jan 17","","","13.82","10-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Sun-Herald 10 Dec 16 to 1 Jan 17","","","9.00","10-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","Administrative fees 26 Dec 16 to 29 Jan 17","","","1.82","26-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","17 The Australian Financial Review 26 Dec 16 to 29 Jan 17","","","61.82","26-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 January 2017","","","","17 Illawarra Mercury 26 Dec 16 to 29 Jan 17","","","21.64","26-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Jan 17","","","214.72","12-Jan-2017"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Jan 17","","","34.09","12-Jan-2017"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Feb 17","","","249.20","12-Feb-2017"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Feb 17","","","32.97","12-Feb-2017"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office phones 9 Dec 16","","","237.05","09-Dec-2016"
"Sharon Bird","Representative","Cunningham","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office fax 9 Dec 16","","","34.23","09-Dec-2016"
