"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Printing 28 Feb 17","","","150.00","28-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","2,100 Printed items 28 Feb 17","","","1,863.64","28-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","48,298 Printed items 28 Feb 17","","","2,594.55","28-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 28 Feb 17","","","6,871.49","28-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Printing 28 Feb 17","","","150.00","28-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","PO Box 88 rental 1 Apr 17 to 31 Mar 18","","","443.64","01-Apr-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 1 Oct to 31 Oct 16","","","194.32","31-Oct-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 11 Oct 16","","","1,858.91","11-Oct-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Web-services 25 Nov 16","","","187.00","25-Nov-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 7 Dec 16","","","1,310.91","07-Dec-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 14 Dec 16","","","7,599.85","14-Dec-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","57,654 Printed items 14 Dec 16","","","8,136.36","14-Dec-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Jan 17","","","322.76","12-Jan-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Jan 17","","","38.25","12-Jan-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Feb 17","","","348.82","12-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Feb 17","","","37.98","12-Feb-2017"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office phones 9 Dec 16","","","432.00","09-Dec-2016"
"Mike Freelander","Representative","Macarthur","New South Wales","Australian Labor Party","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office fax 9 Dec 16","","","38.37","09-Dec-2016"
