"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Car cleaning 20 Dec 16","","","13.64","20-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 20 Dec 16 to 18 Jan 17","","","289.64","20-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel interest fee 22 Dec 16 to 22 Jan 17","","","0.67","22-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 28 Dec 16 to 27 Jan 17","","","1,732.24","28-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Facilities","Office Facilities","From 1 January 2017","","","","Aggregated Total","","","34,242.77","01-Jan-1900"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Facilities","Office Facilities","Before 1 January 2017","","","","Aggregated Total","","","5,606.44","01-Jan-1900"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery adj 1 Jan to 31 Jan 17","","","-171.36","31-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 24 Jan to 23 Feb 17","","","9.68","23-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 24 Jan to 23 Feb 17","","","5.88","23-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 24 Jan to 23 Feb 17","","","19.62","23-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 24 Jan to 23 Feb 17","","","28.08","23-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Feb to 28 Feb 17","","","43.36","28-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Flags 1 Feb to 28 Feb 17","","","3,387.80","28-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Office requisites and stationery 1 Nov to 30 Nov 16","","","89.25","30-Nov-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Flags 1 Nov to 30 Nov 16","","","471.80","30-Nov-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 24 Nov to 23 Dec 16","","","40.13","23-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 24 Nov to 23 Dec 16","","","5.49","23-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 24 Nov to 23 Dec 16","","","5.44","23-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 24 Nov to 23 Dec 16","","","47.41","23-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Office requisites and stationery 1 Dec to 31 Dec 16","","","981.79","31-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Flags 1 Dec to 31 Dec 16","","","235.90","31-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 24 Dec 16 to 23 Jan 17","","","1.39","24-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 24 Dec 16 to 23 Jan 17","","","6.13","24-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 24 Dec 16 to 23 Jan 17","","","13.38","24-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 24 Dec 16 to 23 Jan 17","","","15.44","24-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 1 Jan to 31 Jan 17","","","164.59","31-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution late payment fee Jan 17","","","15.00","01-Jan-1900"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","500 Printed items 20 Jan 17","","","260.00","20-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","Distribution 1 Feb to 28 Feb 17","","","382.24","28-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 2 Feb 17","","","500.00","02-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 2 Feb 17","","","500.00","02-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 9 Feb 17","","","500.00","09-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 9 Feb 17","","","500.00","09-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 16 Feb 17","","","110.00","16-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 16 Feb 17","","","500.00","16-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 16 Feb 17","","","320.00","16-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 16 Feb 17","","","500.00","16-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 17 Feb 17","","","450.00","17-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 23 Feb 17","","","110.00","23-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 23 Feb 17","","","500.00","23-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 24 Feb 17","","","450.00","24-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 2 Mar 17","","","500.00","02-Mar-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 2 Mar 17","","","110.00","02-Mar-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 2 Mar 17","","","500.00","02-Mar-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","2,000 Personalised letterhead stationery 10 Mar 17","","","880.00","10-Mar-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","PO Box 54 rental 1 Apr 17 to 31 Mar 18","","","169.09","01-Apr-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","PO Box 673 rental 1 Apr 17 to 31 Mar 18","","","169.09","01-Apr-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 14 Nov 16","","","140.00","14-Nov-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","3 Printed items 15 Nov 16","","","180.00","15-Nov-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Web-design 21 Nov 16","","","4,675.00","21-Nov-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 1 Dec 16","","","78.00","01-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 1 Dec to 31 Dec 16","","","693.23","31-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 1 Dec 16","","","500.00","01-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 8 Dec 16","","","500.00","08-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","2,000 Personalised letterhead stationery 12 Dec 16","","","380.00","12-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","2,000 Personalised letterhead stationery 12 Dec 16","","","380.00","12-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 15 Dec 16","","","500.00","15-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 15 Dec 16","","","500.00","15-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 15 Dec 16","","","78.00","15-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 16 Dec 16","","","360.00","16-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 22 Dec 16","","","500.00","22-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 22 Dec 16","","","500.00","22-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 23 Dec 16","","","360.00","23-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 The Never-Ending Story 18 Jan 17","","","13.63","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 A Child of Books 18 Jan 17","","","25.45","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 A Rose For the Anzac Boys 18 Jan 17","","","14.54","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 If the World Were A Village 18 Jan 17","","","15.45","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 Goodnight Mister Tom 18 Jan 17","","","22.72","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 Meet Douglas Mawson 18 Jan 17","","","22.72","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 Once and Then 18 Jan 17","","","22.72","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 The Elements 18 Jan 17","","","31.82","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 Timelines of World History 18 Jan 17","","","27.26","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 Crusade 18 Jan 17","","","13.63","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","1 Lots 18 Jan 17","","","22.72","18-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","8 Lithgow Mercury 30 Jan to 26 Feb 17","","","12.36","26-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","8 Mudgee Guardian and Gulgong Advertiser 30 Jan to 26 Feb 17","","","12.36","26-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","4 Wellington Times 30 Jan to 26 Feb 17","","","5.09","26-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","4 The Land 30 Jan to 26 Feb 17","","","14.55","26-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","4 Molong Express 30 Jan to 26 Feb 17","","","4.73","26-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","24 Western Advocate 30 Jan to 26 Feb 17","","","39.27","26-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","24 Central Western Daily 30 Jan to 26 Feb 17","","","40.00","26-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","From 1 January 2017","","","","28 The Daily Telegraph 30 Jan to 26 Feb 17","","","46.91","26-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","34 Lithgow Mercury 31 Oct 16 to 29 Jan 17","","","30.91","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","10 The Land 31 Oct 16 to 29 Jan 17","","","36.36","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","10 Wellington Times 31 Oct 16 to 29 Jan 17","","","12.73","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","10 Western Advocate 31 Oct 16 to 29 Jan 17","","","16.36","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","2 Western Advocate (Sat) 31 Oct 16 to 29 Jan 17","","","3.27","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","39 Western Advocate 31 Oct 16 to 29 Jan 17","","","60.27","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","9 The Sunday Telegraph 31 Oct 16 to 29 Jan 17","","","24.55","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","49 The Daily Telegraph 31 Oct 16 to 29 Jan 17","","","66.82","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","6 Molong Express 31 Oct 16 to 29 Jan 17","","","7.09","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","7 Western Advocate (Sat) 31 Oct 16 to 29 Jan 17","","","10.82","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","9 Central Western Daily (Sat) 31 Oct 16 to 29 Jan 17","","","16.36","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","9 The Daily Telegraph (Sat) 31 Oct 16 to 29 Jan 17","","","19.64","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","49 Central Western Daily 31 Oct 16 to 29 Jan 17","","","80.18","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Office Administrative Costs","Publications","Before 1 January 2017","","","","19 Mudgee Guardian and Gulgong Advertiser 31 Oct 16 to 29 Jan 17","","","29.36","31-Oct-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Jan 17","","","367.77","12-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Jan 17","","","140.26","12-Jan-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office phones 12 Feb 17","","","393.29","12-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Telecommunications","Telecommunications - Usage","From 1 January 2017","","","","Office fax 12 Feb 17","","","146.95","12-Feb-2017"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office phones 9 Dec 16","","","486.18","09-Dec-2016"
"Andrew Gee","Representative","Calare","New South Wales","The Nationals","Telecommunications","Telecommunications - Usage","Before 1 January 2017","","","","Office fax 9 Dec 16","","","163.16","09-Dec-2016"
